match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,Year
India Vs Bangladesh,Bangladesh,7,Afif Hossain,c & b Dube,0,1,0,0,0.00,2019
India Vs Bangladesh,Bangladesh,8,Aminul Islam, b Chahar,9,9,1,0,100.00,2019
India Vs Bangladesh,Bangladesh,9,Shafiul Islam,c Rahul b Chahar,4,6,0,0,66.66,2019
India Vs Bangladesh,Bangladesh,10,Mustafizur Rahman,c Iyer b Chahar,1,3,0,0,33.33,2019
India Vs Bangladesh,Bangladesh,11,Al-Amin Hossain,,0,0,0,0,-,2019
Bangladesh Vs India,Bangladesh,1,Litton Das,run out (â€ Pant),29,21,4,0,138.09,2019
Bangladesh Vs India,Bangladesh,2,Mohammad Naim,c Iyer b Washington Sundar,36,31,5,0,116.12,2019
Bangladesh Vs India,Bangladesh,3,Soumya Sarkar,st â€ Pant b Chahal,30,20,2,1,150.00,2019
Bangladesh Vs India,Bangladesh,4,Mushfiqur Rahimâ€ ,c Pandya b Chahal,4,6,0,0,66.66,2019
Bangladesh Vs India,Bangladesh,5,Mahmudullah(c),c Dube b Chahar,30,21,4,0,142.85,2019
Bangladesh Vs India,Bangladesh,6,Afif Hossain,c Sharma b Ahmed,6,8,0,0,75.00,2019
Bangladesh Vs India,Bangladesh,7,Mosaddek Hossain,,7,9,0,0,77.77,2019
Bangladesh Vs India,Bangladesh,8,Aminul Islam,,5,5,1,0,100.00,2019
Bangladesh Vs India,India,1,Rohit Sharma(c),c sub (Mohammad Mithun) b Aminul Islam,85,43,6,6,197.67,2019
Bangladesh Vs India,India,2,Shikhar Dhawan, b Aminul Islam,31,27,4,0,114.81,2019
Bangladesh Vs India,India,3,KL Rahul,,8,11,0,0,72.72,2019
Bangladesh Vs India,India,4,Shreyas Iyer,,24,13,3,1,184.61,2019
India Vs Bangladesh,India,1,Rohit Sharma(c),lbw b Shafiul Islam,9,5,2,0,180.00,2019
India Vs Bangladesh,India,2,Shikhar Dhawan,run out (Mahmudullah/â€ Mushfiqur Rahim),41,42,3,1,97.61,2019
India Vs Bangladesh,India,3,KL Rahul,c Mahmudullah b Aminul Islam,15,17,2,0,88.23,2019
India Vs Bangladesh,India,4,Shreyas Iyer,c Mohammad Naim b Aminul Islam,22,13,1,2,169.23,2019
India Vs Bangladesh,India,5,Rishabh Pantâ€ ,c Mohammad Naim b Shafiul Islam,27,26,3,0,103.84,2019
India Vs Bangladesh,India,6,Shivam Dube,c & b Afif Hossain,1,4,0,0,25.00,2019
India Vs Bangladesh,India,7,Krunal Pandya,,15,8,1,1,187.50,2019
India Vs Bangladesh,India,8,Washington Sundar,,14,5,0,2,280.00,2019
India Vs Bangladesh,Bangladesh,1,Litton Das,c Rahul b Chahar,7,4,1,0,175.00,2019
India Vs Bangladesh,Bangladesh,2,Mohammad Naim,c Dhawan b Chahal,26,28,2,1,92.85,2019
India Vs Bangladesh,Bangladesh,3,Soumya Sarkar, b Ahmed,39,35,1,2,111.42,2019
India Vs Bangladesh,Bangladesh,4,Mushfiqur Rahimâ€ ,,60,43,8,1,139.53,2019
India Vs Bangladesh,Bangladesh,5,Mahmudullah(c),,15,7,1,1,214.28,2019
India Vs South Africa,India,1,Shikhar Dhawan,c Bavuma b Shamsi,36,25,4,2,144.00,2019
India Vs South Africa,India,2,Rohit Sharma,c RR Hendricks b BE Hendricks,9,8,2,0,112.50,2019
India Vs South Africa,India,3,Virat Kohli(c),c Phehlukwayo b Rabada,9,15,0,0,60.00,2019
India Vs South Africa,India,4,Rishabh Pantâ€ ,c Phehlukwayo b Fortuin,19,20,1,1,95.00,2019
India Vs South Africa,India,5,Shreyas Iyer,st â€ de Kock b Fortuin,5,8,0,0,62.50,2019
India Vs South Africa,India,6,Hardik Pandya,c Miller b Rabada,14,18,1,0,77.77,2019
India Vs South Africa,India,7,Krunal Pandya,c â€ de Kock b BE Hendricks,4,7,0,0,57.14,2019
India Vs South Africa,India,8,Ravindra Jadeja,c & b Rabada,19,17,1,1,111.76,2019
India Vs South Africa,India,9,Washington Sundar,run out (â€ de Kock/Rabada),4,1,1,0,400.00,2019
India Vs South Africa,India,10,Deepak Chahar,,0,0,0,0,-,2019
India Vs South Africa,India,11,Navdeep Saini,,0,1,0,0,0.00,2019
India Vs South Africa,South Africa,1,Reeza Hendricks,c Kohli b HH Pandya,28,26,4,0,107.69,2019
India Vs South Africa,South Africa,2,Quinton de Kock(c)â€ ,,79,52,6,5,151.92,2019
India Vs South Africa,South Africa,3,Temba Bavuma,,27,23,2,1,117.39,2019
South Africa Vs India,South Africa,1,Reeza Hendricks,c Washington Sundar b Chahar,6,11,1,0,54.54,2019
South Africa Vs India,South Africa,2,Quinton de Kock(c)â€ ,c Kohli b Saini,52,37,8,0,140.54,2019
South Africa Vs India,South Africa,3,Temba Bavuma,c Jadeja b Chahar,49,43,3,1,113.95,2019
South Africa Vs India,South Africa,4,Rassie van der Dussen,c & b Jadeja,1,2,0,0,50.00,2019
South Africa Vs India,South Africa,5,David Miller, b HH Pandya,18,15,0,1,120.00,2019
South Africa Vs India,South Africa,6,Dwaine Pretorius,,10,7,0,1,142.85,2019
South Africa Vs India,South Africa,7,Andile Phehlukwayo,,8,5,0,1,160.00,2019
South Africa Vs India,India,1,Rohit Sharma,lbw b Phehlukwayo,12,12,0,2,100.00,2019
South Africa Vs India,India,2,Shikhar Dhawan,c Miller b Shamsi,40,31,4,1,129.03,2019
South Africa Vs India,India,3,Virat Kohli(c),,72,52,4,3,138.46,2019
South Africa Vs India,India,4,Rishabh Pantâ€ ,c Shamsi b Fortuin,4,5,0,0,80.00,2019
South Africa Vs India,India,5,Shreyas Iyer,,16,14,2,0,114.28,2019
West Indies Vs India,West Indies,1,Evin Lewis,lbw b DL Chahar,10,11,1,0,90.90,2019
West Indies Vs India,West Indies,2,Sunil Narine,c Saini b DL Chahar,2,6,0,0,33.33,2019
West Indies Vs India,West Indies,3,Shimron Hetmyer,lbw b DL Chahar,1,3,0,0,33.33,2019
West Indies Vs India,West Indies,4,Kieron Pollard, b Saini,58,45,1,6,128.88,2019
West Indies Vs India,West Indies,5,Nicholas Pooranâ€ ,c â€ Pant b Saini,17,23,1,1,73.91,2019
West Indies Vs India,West Indies,6,Rovman Powell,,32,20,1,2,160.00,2019
West Indies Vs India,West Indies,7,Carlos Brathwaite(c),c Washington Sundar b RD Chahar,10,7,0,1,142.85,2019
West Indies Vs India,West Indies,8,Fabian Allen,,8,5,0,1,160.00,2019
West Indies Vs India,India,1,KL Rahul,c â€ Pooran b Allen,20,18,2,1,111.11,2019
West Indies Vs India,India,2,Shikhar Dhawan,c Cottrell b Thomas,3,5,0,0,60.00,2019
West Indies Vs India,India,3,Virat Kohli(c),c Lewis b Thomas,59,45,6,0,131.11,2019
West Indies Vs India,India,4,Rishabh Pantâ€ ,,65,42,4,4,154.76,2019
West Indies Vs India,India,5,Manish Pandey,,2,5,0,0,40.00,2019
India Vs West Indies,India,1,Rohit Sharma,c Hetmyer b Thomas,67,51,6,3,131.37,2019
India Vs West Indies,India,2,Shikhar Dhawan, b Paul,23,16,3,0,143.75,2019
India Vs West Indies,India,3,Virat Kohli(c), b Cottrell,28,23,1,1,121.73,2019
India Vs West Indies,India,4,Rishabh Pantâ€ ,c Pollard b Thomas,4,5,0,0,80.00,2019
India Vs West Indies,India,5,Manish Pandey,c â€ Pooran b Cottrell,6,8,0,0,75.00,2019
India Vs West Indies,India,6,Krunal Pandya,,20,13,0,2,153.84,2019
India Vs West Indies,India,7,Ravindra Jadeja,,9,4,0,1,225.00,2019
India Vs West Indies,West Indies,1,Sunil Narine, b Washington Sundar,4,12,0,0,33.33,2019
India Vs West Indies,West Indies,2,Evin Lewis,c & b Kumar,0,2,0,0,0.00,2019
India Vs West Indies,West Indies,3,Nicholas Pooranâ€ ,c Pandey b Pandya,19,34,1,0,55.88,2019
India Vs West Indies,West Indies,4,Rovman Powell,lbw b Pandya,54,34,6,3,158.82,2019
India Vs West Indies,West Indies,5,Kieron Pollard,,8,8,1,0,100.00,2019
India Vs West Indies,West Indies,6,Shimron Hetmyer,,6,4,1,0,150.00,2019
West Indies Vs India,West Indies,1,John Campbell,c Pandya b Washington Sundar,0,2,0,0,0.00,2019
West Indies Vs India,West Indies,2,Evin Lewis, b Kumar,0,4,0,0,0.00,2019
West Indies Vs India,West Indies,3,Nicholas Pooranâ€ ,c â€ Pant b Saini,20,16,1,2,125.00,2019
West Indies Vs India,West Indies,4,Kieron Pollard,lbw b Saini,49,49,2,4,100.00,2019
West Indies Vs India,West Indies,5,Shimron Hetmyer, b Saini,0,1,0,0,0.00,2019
West Indies Vs India,West Indies,6,Rovman Powell,c â€ Pant b Ahmed,4,5,1,0,80.00,2019
West Indies Vs India,West Indies,7,Carlos Brathwaite(c),c & b Pandya,9,24,0,0,37.50,2019
West Indies Vs India,West Indies,8,Sunil Narine,c Ahmed b Jadeja,2,4,0,0,50.00,2019
West Indies Vs India,West Indies,9,Keemo Paul,c Kohli b Kumar,3,11,0,0,27.27,2019
West Indies Vs India,West Indies,10,Sheldon Cottrell,,0,1,0,0,0.00,2019
West Indies Vs India,West Indies,11,Oshane Thomas,,0,3,0,0,0.00,2019
West Indies Vs India,India,1,Rohit Sharma,c Pollard b Narine,24,25,2,2,96.00,2019
West Indies Vs India,India,2,Shikhar Dhawan,lbw b Cottrell,1,7,0,0,14.28,2019
West Indies Vs India,India,3,Virat Kohli(c),c Pollard b Cottrell,19,29,1,0,65.51,2019
West Indies Vs India,India,4,Rishabh Pantâ€ ,c Cottrell b Narine,0,1,0,0,0.00,2019
West Indies Vs India,India,5,Manish Pandey, b Paul,19,14,2,0,135.71,2019
West Indies Vs India,India,6,Krunal Pandya, b Paul,12,14,1,0,85.71,2019
West Indies Vs India,India,7,Ravindra Jadeja,,10,9,0,0,111.11,2019
West Indies Vs India,India,8,Washington Sundar,,8,5,0,1,160.00,2019
India Vs Australia,India,1,KL Rahul,c Richardson b Coulter-Nile,47,26,3,4,180.76,2019
India Vs Australia,India,2,Shikhar Dhawan,c Stoinis b Behrendorff,14,24,1,0,58.33,2019
India Vs Australia,India,3,Virat Kohli(c),,72,38,2,6,189.47,2019
India Vs Australia,India,4,Rishabh Pant,c Richardson b Short,1,6,0,0,16.66,2019
India Vs Australia,India,5,MS Dhoniâ€ ,c Finch b Cummins,40,23,3,3,173.91,2019
India Vs Australia,India,6,Dinesh Karthik,,8,3,2,0,266.66,2019
India Vs Australia,Australia,1,D'Arcy Short,c Rahul b Shankar,40,28,6,0,142.85,2019
India Vs Australia,Australia,2,Marcus Stoinis, b Kaul,7,11,1,0,63.63,2019
India Vs Australia,Australia,3,Aaron Finch(c),c Dhawan b Shankar,8,7,1,0,114.28,2019
India Vs Australia,Australia,4,Glenn Maxwell,,113,55,7,9,205.45,2019
India Vs Australia,Australia,5,Peter Handscombâ€ ,,20,18,1,0,111.11,2019
India Vs Australia,India,1,Rohit Sharma,c Zampa b Behrendorff,5,8,0,0,62.50,2019
India Vs Australia,India,2,KL Rahul,c Finch b Coulter-Nile,50,36,6,1,138.88,2019
India Vs Australia,India,3,Virat Kohli(c),c Coulter-Nile b Zampa,24,17,3,0,141.17,2019
India Vs Australia,India,4,Rishabh Pant,run out (Behrendorff/â€ Handscomb),3,5,0,0,60.00,2019
India Vs Australia,India,5,MS Dhoniâ€ ,,29,37,0,1,78.37,2019
India Vs Australia,India,6,Dinesh Karthik, b Coulter-Nile,1,3,0,0,33.33,2019
India Vs Australia,India,7,Krunal Pandya,c Maxwell b Coulter-Nile,1,6,0,0,16.66,2019
India Vs Australia,India,8,Umesh Yadav,lbw b Cummins,2,4,0,0,50.00,2019
India Vs Australia,India,9,Yuzvendra Chahal,,0,4,0,0,0.00,2019
India Vs Australia,Australia,1,D'Arcy Short,run out (Pandya/â€ Dhoni),37,37,5,0,100.00,2019
India Vs Australia,Australia,2,Marcus Stoinis,run out (Yadav/Chahal),1,5,0,0,20.00,2019
India Vs Australia,Australia,3,Aaron Finch(c),lbw b Bumrah,0,1,0,0,0.00,2019
India Vs Australia,Australia,4,Glenn Maxwell,c Rahul b Chahal,56,43,6,2,130.23,2019
India Vs Australia,Australia,5,Peter Handscombâ€ ,c â€ Dhoni b Bumrah,13,15,0,0,86.66,2019
India Vs Australia,Australia,6,Ashton Turner, b Pandya,0,5,0,0,0.00,2019
India Vs Australia,Australia,7,Nathan Coulter-Nile, b Bumrah,4,8,0,0,50.00,2019
India Vs Australia,Australia,8,Pat Cummins,,7,3,1,0,233.33,2019
India Vs Australia,Australia,9,Jhye Richardson,,7,3,1,0,233.33,2019
New Zealand Vs India,New Zealand,1,Tim Seifertâ€ ,st â€ Dhoni b Kuldeep Yadav,43,25,3,3,172.00,2019
New Zealand Vs India,New Zealand,2,Colin Munro,c HH Pandya b Kuldeep Yadav,72,40,5,5,180.00,2019
New Zealand Vs India,New Zealand,3,Kane Williamson(c),c Kuldeep Yadav b Ahmed,27,21,3,0,128.57,2019
New Zealand Vs India,New Zealand,4,Colin de Grandhomme,c â€ Dhoni b Kumar,30,16,3,1,187.50,2019
New Zealand Vs India,New Zealand,5,Daryl Mitchell,,19,11,3,0,172.72,2019
New Zealand Vs India,New Zealand,6,Ross Taylor,,14,7,1,1,200.00,2019
New Zealand Vs India,India,1,Shikhar Dhawan,c Mitchell b Santner,5,4,1,0,125.00,2019
New Zealand Vs India,India,2,Rohit Sharma(c),c â€ Seifert b Mitchell,38,32,3,0,118.75,2019
New Zealand Vs India,India,3,Vijay Shankar,c de Grandhomme b Santner,43,28,5,2,153.57,2019
New Zealand Vs India,India,4,Rishabh Pant,c Williamson b Tickner,28,12,1,3,233.33,2019
New Zealand Vs India,India,5,Hardik Pandya,c Williamson b Kuggeleijn,21,11,1,2,190.90,2019
New Zealand Vs India,India,6,MS Dhoniâ€ ,c Southee b Mitchell,2,4,0,0,50.00,2019
New Zealand Vs India,India,7,Dinesh Karthik,,33,16,0,4,206.25,2019
New Zealand Vs India,India,8,Krunal Pandya,,26,13,2,2,200.00,2019
New Zealand Vs India,New Zealand,1,Tim Seifertâ€ ,c â€ Dhoni b Kumar,12,12,1,1,100.00,2019
New Zealand Vs India,New Zealand,2,Colin Munro,c Sharma b KH Pandya,12,12,0,1,100.00,2019
New Zealand Vs India,New Zealand,3,Kane Williamson(c),lbw b KH Pandya,20,17,3,0,117.64,2019
New Zealand Vs India,New Zealand,4,Daryl Mitchell,lbw b KH Pandya,1,2,0,0,50.00,2019
New Zealand Vs India,New Zealand,5,Ross Taylor,run out (Shankar),42,36,3,0,116.66,2019
New Zealand Vs India,New Zealand,6,Colin de Grandhomme,c Sharma b HH Pandya,50,28,1,4,178.57,2019
New Zealand Vs India,New Zealand,7,Mitchell Santner, b Ahmed,7,8,0,0,87.50,2019
New Zealand Vs India,New Zealand,8,Scott Kuggeleijn,,2,2,0,0,100.00,2019
New Zealand Vs India,New Zealand,9,Tim Southee, b Ahmed,3,3,0,0,100.00,2019
New Zealand Vs India,India,1,Rohit Sharma(c),c Southee b Sodhi,50,29,3,4,172.41,2019
New Zealand Vs India,India,2,Shikhar Dhawan,c de Grandhomme b Ferguson,30,31,2,0,96.77,2019
New Zealand Vs India,India,3,Rishabh Pant,,40,28,4,1,142.85,2019
New Zealand Vs India,India,4,Vijay Shankar,c Southee b Mitchell,14,8,1,1,175.00,2019
New Zealand Vs India,India,5,MS Dhoniâ€ ,,20,17,1,0,117.64,2019
New Zealand Vs India,New Zealand,1,Tim Seifertâ€ , b Ahmed,84,43,7,6,195.34,2019
New Zealand Vs India,New Zealand,2,Colin Munro,c Shankar b KH Pandya,34,20,2,2,170.00,2019
New Zealand Vs India,New Zealand,3,Kane Williamson(c),c HH Pandya b Chahal,34,22,0,3,154.54,2019
New Zealand Vs India,New Zealand,4,Daryl Mitchell,c Karthik b HH Pandya,8,6,1,0,133.33,2019
New Zealand Vs India,New Zealand,5,Ross Taylor,c Ahmed b Kumar,23,14,0,2,164.28,2019
New Zealand Vs India,New Zealand,6,Colin de Grandhomme,c sub (Mohammed Siraj) b HH Pandya,3,4,0,0,75.00,2019
New Zealand Vs India,New Zealand,7,Mitchell Santner,,7,4,1,0,175.00,2019
New Zealand Vs India,New Zealand,8,Scott Kuggeleijn,,20,7,3,1,285.71,2019
New Zealand Vs India,India,1,Rohit Sharma(c),c Ferguson b Southee,1,5,0,0,20.00,2019
New Zealand Vs India,India,2,Shikhar Dhawan, b Ferguson,29,18,2,3,161.11,2019
New Zealand Vs India,India,3,Vijay Shankar,c de Grandhomme b Santner,27,18,2,2,150.00,2019
New Zealand Vs India,India,4,Rishabh Pant, b Santner,4,10,0,0,40.00,2019
New Zealand Vs India,India,5,MS Dhoniâ€ ,c Ferguson b Southee,39,31,5,1,125.80,2019
New Zealand Vs India,India,6,Dinesh Karthik,c Southee b Sodhi,5,6,0,0,83.33,2019
New Zealand Vs India,India,7,Hardik Pandya,c Mitchell b Sodhi,4,4,1,0,100.00,2019
New Zealand Vs India,India,8,Krunal Pandya,c â€ Seifert b Southee,20,18,1,1,111.11,2019
New Zealand Vs India,India,9,Bhuvneshwar Kumar,c â€ Seifert b Ferguson,1,3,0,0,33.33,2019
New Zealand Vs India,India,10,Yuzvendra Chahal, b Mitchell,1,3,0,0,33.33,2019
New Zealand Vs India,India,11,Khaleel Ahmed,,1,1,0,0,100.00,2019
Australia Vs India,Australia,1,D'Arcy Short,lbw b Pandya,33,29,5,0,113.79,2018
Australia Vs India,Australia,2,Aaron Finch(c),c Pandya b Kuldeep Yadav,28,23,4,0,121.73,2018
Australia Vs India,Australia,3,Glenn Maxwell,c Sharma b Pandya,13,16,2,0,81.25,2018
Australia Vs India,Australia,4,Ben McDermott,lbw b Pandya,0,1,0,0,0.00,2018
Australia Vs India,Australia,5,Alex Careyâ€ ,c Kohli b Pandya,27,19,4,0,142.10,2018
Australia Vs India,Australia,6,Chris Lynn,run out (Bumrah),13,10,1,0,130.00,2018
Australia Vs India,Australia,7,Marcus Stoinis,,25,15,3,0,166.66,2018
Australia Vs India,Australia,8,Nathan Coulter-Nile,,13,7,2,0,185.71,2018
Australia Vs India,India,1,Rohit Sharma, b Zampa,23,16,1,2,143.75,2018
Australia Vs India,India,2,Shikhar Dhawan,lbw b Starc,41,22,6,2,186.36,2018
Australia Vs India,India,3,Virat Kohli(c),,61,41,4,2,148.78,2018
Australia Vs India,India,4,KL Rahul,c Coulter-Nile b Maxwell,14,20,0,1,70.00,2018
Australia Vs India,India,5,Rishabh Pantâ€ ,c â€ Carey b Tye,0,1,0,0,0.00,2018
Australia Vs India,India,6,Dinesh Karthik,,22,18,1,1,122.22,2018
Australia Vs Info,Australia,1,D'Arcy Short, b Ahmed,14,15,2,0,93.33,2018
Australia Vs Info,Australia,2,Aaron Finch(c),c â€ Pant b Kumar,0,1,0,0,0.00,2018
Australia Vs Info,Australia,3,Chris Lynn,c Pandya b Ahmed,13,13,1,1,100.00,2018
Australia Vs Info,Australia,4,Glenn Maxwell, b Pandya,19,22,1,0,86.36,2018
Australia Vs Info,Australia,5,Marcus Stoinis,c Karthik b Bumrah,4,5,1,0,80.00,2018
Australia Vs Info,Australia,6,Ben McDermott,,32,30,2,1,106.66,2018
Australia Vs Info,Australia,7,Alex Careyâ€ ,c Pandya b Kuldeep Yadav,4,6,0,0,66.66,2018
Australia Vs Info,Australia,8,Nathan Coulter-Nile,c sub (MK Pandey) b Kumar,18,9,1,2,200.00,2018
Australia Vs Info,Australia,9,Andrew Tye,,12,13,2,0,92.30,2018
Australia Vs India,Australia,1,D'Arcy Short,c Kuldeep Yadav b Ahmed,7,12,1,0,58.33,2018
Australia Vs India,Australia,2,Aaron Finch(c),c Ahmed b Kuldeep Yadav,27,24,3,0,112.50,2018
Australia Vs India,Australia,3,Chris Lynn,c & b Kuldeep Yadav,37,20,1,4,185.00,2018
Australia Vs India,Australia,4,Glenn Maxwell,c Kumar b Bumrah,46,24,0,4,191.66,2018
Australia Vs India,Australia,5,Marcus Stoinis,,33,19,3,1,173.68,2018
Australia Vs India,Australia,6,Ben McDermott,,2,3,0,0,66.66,2018
Australia Vs India,India,1,Rohit Sharma,c Finch b Behrendorff,7,8,0,0,87.50,2018
Australia Vs India,India,2,Shikhar Dhawan,c Behrendorff b Stanlake,76,42,10,2,180.95,2018
Australia Vs India,India,3,KL Rahul,st â€ Carey b Zampa,13,12,1,0,108.33,2018
Australia Vs India,India,4,Virat Kohli(c),c Lynn b Zampa,4,8,0,0,50.00,2018
Australia Vs India,India,5,Rishabh Pantâ€ ,c Behrendorff b Tye,20,16,1,1,125.00,2018
Australia Vs India,India,6,Dinesh Karthik,c Behrendorff b Stoinis,30,13,4,1,230.76,2018
Australia Vs India,India,7,Krunal Pandya,c Maxwell b Stoinis,2,4,0,0,50.00,2018
Australia Vs India,India,8,Bhuvneshwar Kumar,,1,1,0,0,100.00,2018
Australia Vs India,India,9,Kuldeep Yadav,,4,1,1,0,400.00,2018
West Indies Vs India,West Indies,1,Shai Hope,c Washington Sundar b Chahal,24,22,3,1,109.09,2018
West Indies Vs India,West Indies,2,Shimron Hetmyer,c Pandya b Chahal,26,21,4,1,123.80,2018
West Indies Vs India,West Indies,3,Darren Bravo,,43,37,2,2,116.21,2018
West Indies Vs India,West Indies,4,Denesh Ramdinâ€ , b Washington Sundar,15,15,0,1,100.00,2018
West Indies Vs India,West Indies,5,Nicholas Pooran,,53,25,4,4,212.00,2018
West Indies Vs India,India,1,Shikhar Dhawan,c Pollard b Allen,92,62,10,2,148.38,2018
West Indies Vs India,India,2,Rohit Sharma(c),c Brathwaite b Paul,4,6,1,0,66.66,2018
West Indies Vs India,India,3,KL Rahul,c â€ Ramdin b Thomas,17,10,4,0,170.00,2018
West Indies Vs India,India,4,Rishabh Pant, b Paul,58,38,5,3,152.63,2018
West Indies Vs India,India,5,Manish Pandey,,4,6,0,0,66.66,2018
West Indies Vs India,India,6,Dinesh Karthikâ€ ,,0,0,0,0,-,2018
India Vs West Indies,India,1,Rohit Sharma(c),,111,61,8,7,181.96,2018
India Vs West Indies,India,2,Shikhar Dhawan,c Pooran b Allen,43,41,3,0,104.87,2018
India Vs West Indies,India,3,Rishabh Pant,c Hetmyer b Pierre,5,6,1,0,83.33,2018
India Vs West Indies,India,4,KL Rahul,,26,14,2,1,185.71,2018
India Vs West Indies,West Indies,1,Shai Hope, b Ahmed,6,8,0,1,75.00,2018
India Vs West Indies,West Indies,2,Shimron Hetmyer,c Dhawan b Ahmed,15,14,3,0,107.14,2018
India Vs West Indies,West Indies,3,Darren Bravo,c Sharma b Kuldeep Yadav,23,18,4,0,127.77,2018
India Vs West Indies,West Indies,4,Denesh Ramdinâ€ ,c Sharma b Kumar,10,17,0,0,58.82,2018
India Vs West Indies,West Indies,5,Nicholas Pooran, b Kuldeep Yadav,4,3,1,0,133.33,2018
India Vs West Indies,West Indies,6,Kieron Pollard,c & b Bumrah,6,11,1,0,54.54,2018
India Vs West Indies,West Indies,7,Carlos Brathwaite(c),,15,19,0,1,78.94,2018
India Vs West Indies,West Indies,8,Fabian Allen,run out (Pandya),0,1,0,0,0.00,2018
India Vs West Indies,West Indies,9,Keemo Paul,c Sharma b Kumar,20,21,0,2,95.23,2018
India Vs West Indies,West Indies,10,Khary Pierre,c & b Bumrah,1,4,0,0,25.00,2018
India Vs West Indies,West Indies,11,Oshane Thomas,,8,4,2,0,200.00,2018
West Indies Vs India,West Indies,1,Shai Hope,run out (Rahul/Pandey),14,10,3,0,140.00,2018
West Indies Vs India,West Indies,2,Denesh Ramdinâ€ ,c â€ Karthik b Yadav,2,5,0,0,40.00,2018
West Indies Vs India,West Indies,3,Shimron Hetmyer,c â€ Karthik b Bumrah,10,7,2,0,142.85,2018
West Indies Vs India,West Indies,4,Kieron Pollard,c Pandey b Pandya,14,26,0,1,53.84,2018
West Indies Vs India,West Indies,5,Darren Bravo,c Dhawan b Kuldeep Yadav,5,10,0,0,50.00,2018
West Indies Vs India,West Indies,6,Rovman Powell,c â€ Karthik b Kuldeep Yadav,4,13,0,0,30.76,2018
West Indies Vs India,West Indies,7,Carlos Brathwaite(c),lbw b Kuldeep Yadav,4,11,0,0,36.36,2018
West Indies Vs India,West Indies,8,Fabian Allen,c Yadav b Ahmed,27,20,4,0,135.00,2018
West Indies Vs India,West Indies,9,Keemo Paul,,15,13,2,0,115.38,2018
West Indies Vs India,West Indies,10,Khary Pierre,,9,5,2,0,180.00,2018
West Indies Vs India,India,1,Rohit Sharma(c),c â€ Ramdin b Thomas,6,6,1,0,100.00,2018
West Indies Vs India,India,2,Shikhar Dhawan, b Thomas,3,8,0,0,37.50,2018
West Indies Vs India,India,3,KL Rahul,c Bravo b Brathwaite,16,22,2,0,72.72,2018
West Indies Vs India,India,4,Rishabh Pant,c Bravo b Brathwaite,1,4,0,0,25.00,2018
West Indies Vs India,India,5,Manish Pandey,c & b Pierre,19,24,2,0,79.16,2018
West Indies Vs India,India,6,Dinesh Karthikâ€ ,,31,34,3,1,91.17,2018
West Indies Vs India,India,7,Krunal Pandya,,21,9,3,0,233.33,2018
England Vs India,England,1,Jason Roy,c â€ Dhoni b Chahar,67,31,4,7,216.12,2018
England Vs India,England,2,Jos Buttlerâ€ , b Kaul,34,21,7,0,161.90,2018
England Vs India,England,3,Alex Hales,c â€ Dhoni b Pandya,30,24,3,2,125.00,2018
England Vs India,England,4,Eoin Morgan(c),c â€ Dhoni b Pandya,6,9,0,0,66.66,2018
England Vs India,England,5,Ben Stokes,c Kohli b Pandya,14,10,2,0,140.00,2018
England Vs India,England,6,Jonny Bairstow,c â€ Dhoni b Pandya,25,14,2,2,178.57,2018
England Vs India,England,7,David Willey, b Yadav,1,2,0,0,50.00,2018
England Vs India,England,8,Chris Jordan,run out (â€ Dhoni),3,3,0,0,100.00,2018
England Vs India,England,9,Liam Plunkett,c â€ Dhoni b Kaul,9,4,0,1,225.00,2018
England Vs India,England,10,Adil Rashid,,4,3,1,0,133.33,2018
England Vs India,India,1,Rohit Sharma,,100,56,11,5,178.57,2018
England Vs India,India,2,Shikhar Dhawan,c Ball b Willey,5,3,1,0,166.66,2018
England Vs India,India,3,KL Rahul,c Jordan b Ball,19,10,1,2,190.00,2018
England Vs India,India,4,Virat Kohli(c),c & b Jordan,43,29,2,2,148.27,2018
England Vs India,India,5,Hardik Pandya,,33,14,4,2,235.71,2018
India Vs England,India,1,Rohit Sharma,c Buttler b Ball,5,9,1,0,55.55,2018
India Vs England,India,2,Shikhar Dhawan,run out (Roy/Morgan),10,12,1,0,83.33,2018
India Vs England,India,3,KL Rahul, b Plunkett,6,8,0,0,75.00,2018
India Vs England,India,4,Virat Kohli(c),c Root b Willey,47,38,1,2,123.68,2018
India Vs England,India,5,Suresh Raina,st â€ Buttler b Rashid,27,20,2,1,135.00,2018
India Vs England,India,6,MS Dhoniâ€ ,,32,24,5,0,133.33,2018
India Vs England,India,7,Hardik Pandya,,12,10,0,1,120.00,2018
India Vs England,England,1,Jason Roy, b Yadav,15,12,2,1,125.00,2018
India Vs England,England,2,Jos Buttlerâ€ ,c Kohli b Yadav,14,12,3,0,116.66,2018
India Vs England,England,3,Joe Root, b Chahal,9,10,0,0,90.00,2018
India Vs England,England,4,Alex Hales,,58,41,4,3,141.46,2018
India Vs England,England,5,Eoin Morgan(c),c Dhawan b Pandya,17,19,2,0,89.47,2018
India Vs England,England,6,Jonny Bairstow,c Kuldeep Yadav b Kumar,28,18,0,2,155.55,2018
India Vs England,England,7,David Willey,,3,6,0,0,50.00,2018
England Vs India,England,1,Jason Roy, b Yadav,30,20,5,0,150.00,2018
England Vs India,England,2,Jos Buttlerâ€ ,c Kohli b Kuldeep Yadav,69,46,8,2,150.00,2018
